Title,Link,Market size,Forecasted Market Size/ Revenue,CAGR (%) ,Companies ,Geographies/ Regions covered,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Level 1,Level 2,Level 3,Level 4,Level 5
"Organic Baby Shampoo Market Size, Share & Trends Analysis Report By Distribution Channel (Hypermarkets, Pharmacy & Drug Store, E-commerce), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/organic-baby-shampoo-market,USD 489.3 million ,"
USD 829.3 million
",6.8%,"
Johnson & Johnson, The Clorox Company, The Himalaya Drug Company, The Moms co., Unilever, Galderma laboratories, Earth Mama Angel Baby, Mothercare, Laboratoires Expanscience S.A, Beiersdorf Inc.
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Distribution Channel ,Regional ,,,,"Hypermarkets, Pharmacy & Drug Store, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"The U.S., Germany, The U.K., France, China, India, Brazil",,,
"Herbal Beauty Products Market Size, Share & Trends Analysis Report By Product (Skin Care, Hair Care, Fragrance), By End use (Men, Women), By Distribution Channel, By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/herbal-beauty-products-market,USD 78.5 billion ,"
USD 117.3 billion
",5.2%,"
Weleda AG, Bio Veda Action Research Co., Arbonne International, LLC, Vasa Global Cosmetics, Klienz Herbal Pvt. Ltd., The Himalaya Drug Company, Shahnaz Ayurveda Pvt. Ltd, Lotus Herbals Limited, Marc Anthony Cosmetics, Inc., Hemas Holdings PLC
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Product ,use ,Distribution Channel ,Regional ,,"Skin care, Hair care, Fragrance, Others","Men, Women","Hypermarkets, Pharmacy & Drug stores, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"The U.S., Germany, The U.K., France, China, Japan, Brazil",
"Perfumes And Deodorants Market Size, Share & Trends Analysis Report By Type (Perfumes, Deodorants), By Distribution Channel (Supermarkets & Hypermarkets, E-commerce), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/perfumes-deodorants-market,USD 66.25 billion ,"
USD 89.79 billion
",3.9%,"
Revlon, Inc., Estée Lauder Inc., L'Oreal Group, Beiersdorf AG, Christian Dior S.A., Calvin Klein, Inc., Burberry Group plc, Giorgio Armani S.p.A, Unilever
","North America, Europe, Asia Pacific, Central & South America (CSA), Middle East & Africa (MEA)",Type ,Distribution Channel ,Regional ,,,"Perfumes, Deodorants","Supermarkets & Hypermarkets, Specialty Stores, Pharmacies, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America (CSA), Middle East & Africa (MEA)",,,,,"U.S., Germany, U.K., China, India, Brazil, UAE",,
"Healthcare Wipes Market Size, Share & Trends Analysis Report By Product (Dry Wipes, Wet Wipes), By Distribution Channel (Pharmacies & Drugstores, Supermarkets & Hypermarkets), And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/healthcare-wipes-market,USD 9.82 billion ,"
USD 17.63 billion
",7.6%,"
Procter and Gamble, 3M, Johnson & Johnson Private Limited, Diamond Wipes International, Inc., The Clorox Company, Kimberly-Clark Corporation, Costco Wholesale Corporation, Reckitt Benckiser Group plc, Procotech Limited, Beiersdorf AG
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Product ,Distribution Channel ,Regional ,,,"Dry, Wet","Pharmacies & Drugstores, Supermarkets & Hypermarkets, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"U.S., Germany, U.K., China, India, Brazil, South Africa",,
"Facial Hair Care Wipes Market Size, Share & Trends Analysis Report By Distribution Channel (Online Channel, Offline Channel), By Region (North America, Europe, APAC, CSA, MEA), And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/facial-hair-care-wipes-market,,"
USD 4072.3 thousand
",8.5%,"
Zeke’s, The Original Beard Wipes, Depot Men No. 504, KleenOWipe, Beardilizer
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Distribution Channel ,Regional ,,,,"Online Channel, Offline Channel","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., France, China, India, Brazil",,,
"Baby Toiletries Market Size, Share & Trends Analysis Report By Product (Skin Care Products, Diapers, Hair Care Products, Wipes, Bathing Products), By Distribution Channel, By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/baby-toiletries-market,,"
USD 9.02 billion
",,"
Johnson & Johnson, Kimberly-Clark Corporation, Procter & Gamble, Hengan, Beiersdorf AG, Dabur India Limited, Unilever, Avon Healthcare Limited Company, Himalaya Drug Company, and Reckitt Benckiser Group
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Skin Care Products, Diapers, Hair Care Products, Wipes, Bathing Products, Others","Hypermarkets, Chemist and Pharmacy Stores, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, France, The U.K., China, Japan, Brazil",,
"Men’s Skincare Products Market Size, Share & Trends Analysis Report By Product (Shave Care, Creams & Moisturizers), By Distribution Channel, By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/mens-skincare-products-market,USD 11.6 billion ,"
USD 18.92 billion
",6.2%,"
Procter and Gamble, Unilever, L’Oreal, Johnson & Johnson Consumer Inc., Edgewell Personal Care, Coty, Inc., Philips, and Energizer Holdings Inc.
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Shave Care, Creams & Moisturizers, Sunscreen, Cleansers & Face Wash, Others","Supermarkets & Hypermarkets, Convenience Stores, Pharmacies, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K., China, India, Brazil, South Africa",,
"Hand Wash Market Size, Share & Trends Analysis Report By End Use (Residential, Commercial), By Distribution Channel (Hypermarkets, Retailers, E-commerce), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/hand-wash-market,USD 6.55 billion ,"
USD 10.73 billion
",,"
Unilever, Procter & Gamble, Johnson & Johnson Services, Inc., Reckitt Benckiser, Lion Corporation, The Caldrea Company, Henkel Corporation, 3M, Medline Industries, Inc., and Amway
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",use ,Distribution Channel ,Regional ,,,"Residential, Commercial","Hypermarkets, Retailers, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, France, The U.K., China, India, Brazil",,
"Baby Personal Care Market Size, Share & Trends Analysis Report By Product (Cosmetics, Toiletries), By Distribution Channel (Hypermarkets & Supermarkets, Online), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/baby-personal-care-market,USD 5.67 billion ,"
USD 16.78 billion
",6.2%,"
Nestle S.A., BABISIL, Cotton Babies, Inc., Danone S.A., The Himalaya Drug Company, Farlin Infant Products Corporation, Mead Johnson Nutrition Company, Avon Healthcare Limited Company, Bonpoint S.A., Dabur International Limited, Wipro Consumer Care & Lighting (Wipro Group), Abbott Nutrition, Burt’s Bees Inc., L’Oreal S.A., Marks & Spencer PLC, Nivea, and Unilever PLC.
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Cosmetics, Toiletries, Others","Hypermarkets & Supermarkets, Specialty Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., China, India, Brazil, Saudi Arabia",,
"Hand Sanitizer Market Size, Share & Trends Analysis Report By Product (Gel, Foam, Liquid), By Distribution Channel (Hypermarket & Supermarket, Drug Store, Specialty Store, Online), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/hand-sanitizer-market,USD 2.7 billion ,"
USD 13.7 billion
",22.6%,"
Reckitt Benckiser Group plc, Procter and Gamble, The Himalaya Drug Company, GOJO Industries, Inc., Henkel AG and Company, Unilever, Vi-Jon, Chattem, Inc., Best Sanitizers, Inc., Kutol
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Gel, Foam, Liquid, Others","Hypermarket & Supermarket, Specialty Store, Drugs Store, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K, China, India, Brazil",,
"Sensitive Toothpaste Market Size, Share & Trends Analysis Report By Product Type (Whitening, Rapid Relief), By Distribution Channel (Hypermarkets, Convenience Stores, Online), By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/sensitive-toothpaste-market,USD 1.0 billion ,,5.4%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product Type ,Distribution Channel ,Regional ,,,"Whitening, Rapid Relief, Others","Supermarkets/ Hypermarkets, Convenience Stores, Pharmacies and Drug Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., China, India, Brazil, South Africa",,
"Massage Oil Market Size, Share & Trends Analysis Report By Product (Olive, Almond, Coconut, Citrus), By Application (Spa & Wellness Centers, Medical Therapeutics), By End User, By Region, And Segment Forecasts, 2020 - 2027",https://www.grandviewresearch.com/industry-analysis/massage-oil-market,USD 2.60 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,user ,Application ,Regional ,,"Olive, Almond, Coconut, Citrus, Others","Adult, Baby","Spa and Wellness Centers, Medical Therapeutics, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., France, China, Japan, Brazil",
"Premium Cosmetics Market Size, Share & Trends Analysis Report By Product (Skincare, Haircare, Makeup, Fragrance), By Distribution Channel (Online, Offline), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/premium-cosmetics-market,USD 119.3 billion ,,7.6%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Product ,Distribution Channel ,Regional ,,,"Skincare, Haircare, Makeup, Fragrance, Others","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"The U.S., Germany, The U.K., Italy, China, Japan, Brazil",,
"Anti-fatigue Cosmetics Market Size, Share & Trends Analysis Report By Product (Oil, Cream, Lotion, Serum, Gel), By Distribution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/anti-fatigue-cosmetics-market,USD 13.9 million ,"
USD 18.9 billion
",4.5%,"
L’Oréal S.A., Unilever, Shiseido Company, Limited, The Estée Lauder Companies Inc., Bio Veda Action Research Co. (Biotique), Christian Dior SE, Nuxe, Inc., Mesoestetic, Groupe Clarins SA, The Ordinary
",,Product ,Distribution Channel ,Region ,,,"Cream, Oil, Lotion, Serum, Gel, Others","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., China, South Korea, Brazil, Saudi Arabia",,
"Curling Irons Market Size, Share & Trends Analysis Report By Product (Curling Tongs, Curling Wands), By Application, By Distribution Channel (Hypermarket/Supermarket, Online), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/curling-irons-market,USD 3.22 billion ,"
USD 4.8 billion
",5.8%,"
Koninklijke Philips N.V., Conair Corporation, Helen of Troy, Curlingiron.org., Spectrum Brands, Inc., Lunata Beauty, Dyson, Revlon, Inc., Andis Company, Geloon
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Application ,Distribution Channel ,Regional ,,"Curling Tongs, Curling Wands, Others","Residential, Commercial","Hypermarket/Supermarket, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K., China, India, Brazil",
"Mineral Cosmetics Market Size, Share & Trends Analysis Report By Product (Face Products, Lip Products, Eye Products), By Distribution Channel, By Region (North America, Europe, APAC, CSA, MEA), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/mineral-cosmetics-market,USD 2.9 billion ,"
USD 4.3 billion
",,"
Mineralissima Mineral Make-up, Glo Skin Beauty, Shiseido Company, Limited, Iredale Cosmetics, Inc., BWX Limited, L'Oréal S.A., Revlon, Inc., The Estée Lauder Companies Inc., Ahava Dead Sea Laboratories, Limited, Cover FX
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Face Products, Lip Products, Eye Products, Others","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K., China, Japan, Brazil, Saudi Arabia",,
"Lip Care Products Market Size, Share & Trends Analysis Report By Product (Non-Medicated, Therapeutic & Medicated, Sun Protection), By Gender, By Distribution Channel, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/lip-care-products-market,USD 712.8 million ,"
USD 1.17 billion
",7.2%,"
L'Oréal S.A., Revlon, Inc., Pfizer Inc., Kao Corporation, Avon Products, Inc., The Himalaya Drug Company, Beiersdorf AG
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Gender ,Distribution Channel ,Regional ,,"Non-medicated, Therapeutic & Medicated, Sun Protection","Female, Male","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., The U.K., Germany, France, China, South Korea, India, Brazil",
"Nootropics Market Size, Share & Trends Analysis Report By Application (Memory Enhancement, Mood & Depression, Attention & Focus, Anxiety), By Distribution Channel, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/nootropics-market,USD 2.17 billion ,,12.5%,,,Application ,Distribution Channel ,Region ,,,"Memory Enhancement, Mood & Depression, Attention & Focus, Longevity & Anti-aging, Sleep & Recovery, Anxiety","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, India, Brazil, South Africa",,
"Makeup Base Market Size, Share & Trends Analysis Report By Product (Foundation, Concealer, Powder, Primer), By Distribution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/makeup-base-market,USD 12.2 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Foundation, Concealer, Powder, Primer","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, France, China, Japan, Brazil, Saudi Arabia",,
"Tea-based Skin Care Market Size, Share & Trends Analysis Report By Product (Facial Care, Body Care), By Distribution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/tea-based-skincare-market,USD 168.2 million ,,7.5%,,,Product ,Distribution Channel ,Region ,,,"Facial Care, Body Care, Others","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, South Korea, Brazil, Saudi Arabia",,
"Mosquito Repellent Candle Market Size, Share & Trends Analysis Report By Product (Tea Lights, Container Based), By Wax, By Distribution Channel, By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/mosquito-repellent-candle-market,USD 27.9 million ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Product ,Wax ,Distribution Channel ,Regional ,,"Tea Lights, Container-Based, Others","Soy Wax, Beeswax, Others","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"The U.S., Spain, Italy, Australia, India, Brazil, South Africa",
"Beard Care Products Market Size, Share & Trends Analysis Report By Product (Wax & Cream, Shampoo & Conditioner, Oil), By Distribution Channel (Online, Convenience Stores), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/beard-care-products-market,USD 2.38 billion ,,7.7%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Wax & Cream, Oil, Shampoo & Conditioner, Others","Supermarkets & Hypermarkets, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, China, India",,
"Body Worn Insect Repellent Market Size, Share & Trends Analysis Report, By Product (Apparel, Oils & Creams, Stickers & Patches), By Distribution Channel (Online, Offline), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/body-worn-insect-repellent-market,USD 359.04 million ,,9.06%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Apparel, Oils & Creams, Stickers & Patches","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, India, Brazil, South Africa",,
"Ampoule Cream Market Size, Share & Trends Analysis Report By Product (Moisturizing, Multifunctional), By Distribution Channel (Online, Offline), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/ampoule-cream-market,USD 466.3 million ,,4.5%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Moisturizing Cream, Firming Cream, Anti-aging Cream, Multifunctional Cream","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., China, South Korea, Brazil, Saudi Arabia",,
"Protein Shampoo Market Size, Share & Trends Analysis Report By Distribution Channel (Supermarkets & Hypermarkets, E-commerce Portals), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/protein-shampoo-market,USD 1.6 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Distribution Channel ,Regional ,,,,"Supermarkets & Hypermarkets, Pharmacies & Drug Stores, Convenience Stores, E-commerce Portals","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., The U.K., Germany, France, China, India, Brazil",,,
"Overnight Face Mask Market Size, Share & Trends Analysis Report By Product (Creams & Gels, Sheets), By Distribution Channel (Convenience Stores, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/overnight-face-mask-market,USD 18.2 billion ,,7.1%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Creams & Gels, Sheets","Supermarkets & Hypermarkets, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., U.K., Germany, India, China",,
